Using device: cuda:1
Using math SDPA backend for higher-order gradient compatibility.
Loading MNIST dataset...
Train samples: 60000, Test samples: 10000
Epoch 7, Batch 1500/1875: Loss=2.3312
Epoch 7, Batch 1550/1875: Loss=2.0842
Epoch 7, Batch 1600/1875: Loss=1.9377
Epoch 7, Batch 1650/1875: Loss=1.8131
Epoch 7, Batch 1700/1875: Loss=2.0103
Epoch 7, Batch 1750/1875: Loss=1.8853
Epoch 7, Batch 1800/1875: Loss=2.0148
Epoch 7, Batch 1850/1875: Loss=1.8583
Epoch 7 | Train Loss: 2.0660 | Test Accuracy: 23.43%
Epoch 8, Batch 0/1875: Loss=1.9572
Epoch 8, Batch 50/1875: Loss=1.9628
Epoch 8, Batch 100/1875: Loss=2.2047
Epoch 8, Batch 150/1875: Loss=2.0330
Epoch 8, Batch 200/1875: Loss=2.0642
Epoch 8, Batch 250/1875: Loss=1.8584
Epoch 8, Batch 300/1875: Loss=2.2664
Epoch 8, Batch 350/1875: Loss=2.0620
Epoch 8, Batch 400/1875: Loss=1.9778
Epoch 8, Batch 450/1875: Loss=2.0260
Epoch 8, Batch 500/1875: Loss=2.4388
Epoch 8, Batch 550/1875: Loss=2.1570
Epoch 8, Batch 600/1875: Loss=2.2455
Epoch 8, Batch 650/1875: Loss=2.2950
Epoch 8, Batch 700/1875: Loss=2.0936
Epoch 8, Batch 750/1875: Loss=2.0358
Epoch 8, Batch 800/1875: Loss=2.4021
Epoch 8, Batch 850/1875: Loss=2.6791
Epoch 8, Batch 900/1875: Loss=2.1825
Epoch 8, Batch 950/1875: Loss=2.1813
Epoch 8, Batch 1000/1875: Loss=2.0173
Epoch 8, Batch 1050/1875: Loss=1.9198
Epoch 8, Batch 1100/1875: Loss=2.1201
Epoch 8, Batch 1150/1875: Loss=2.1840
Epoch 8, Batch 1200/1875: Loss=1.9534
Epoch 8, Batch 1250/1875: Loss=1.9479
Epoch 8, Batch 1300/1875: Loss=2.0081
Epoch 8, Batch 1350/1875: Loss=1.8832
Epoch 8, Batch 1400/1875: Loss=2.0170
Epoch 8, Batch 1450/1875: Loss=2.1456
Epoch 8, Batch 1500/1875: Loss=2.0857
Epoch 8, Batch 1550/1875: Loss=1.9070
Epoch 8, Batch 1600/1875: Loss=2.0962
Epoch 8, Batch 1650/1875: Loss=2.0701
Epoch 8, Batch 1700/1875: Loss=2.2719
Epoch 8, Batch 1750/1875: Loss=2.0213
Epoch 8, Batch 1800/1875: Loss=2.1097
Epoch 8, Batch 1850/1875: Loss=2.0025
Epoch 8 | Train Loss: 2.0648 | Test Accuracy: 20.96%
Epoch 9, Batch 0/1875: Loss=1.9153
Epoch 9, Batch 50/1875: Loss=1.8789
Epoch 9, Batch 100/1875: Loss=2.0355
Epoch 9, Batch 150/1875: Loss=2.0498
Epoch 9, Batch 200/1875: Loss=1.9486
Epoch 9, Batch 250/1875: Loss=1.8766
Epoch 9, Batch 300/1875: Loss=2.0838
Epoch 9, Batch 350/1875: Loss=2.1549
Epoch 9, Batch 400/1875: Loss=1.8301
Epoch 9, Batch 450/1875: Loss=2.1387
Epoch 9, Batch 500/1875: Loss=2.0565
Epoch 9, Batch 550/1875: Loss=2.1162
Epoch 9, Batch 600/1875: Loss=2.1564
Epoch 9, Batch 650/1875: Loss=1.9714
Epoch 9, Batch 700/1875: Loss=1.8993
Epoch 9, Batch 750/1875: Loss=1.8492
Epoch 9, Batch 800/1875: Loss=1.9607
Epoch 9, Batch 850/1875: Loss=1.9741
Epoch 9, Batch 900/1875: Loss=2.2358
Epoch 9, Batch 950/1875: Loss=1.6105
Epoch 9, Batch 1000/1875: Loss=2.1277
Epoch 9, Batch 1050/1875: Loss=1.8017
Epoch 9, Batch 1100/1875: Loss=1.9479
Epoch 9, Batch 1150/1875: Loss=2.2226
Epoch 9, Batch 1200/1875: Loss=1.8644
Epoch 9, Batch 1250/1875: Loss=1.8658
Epoch 9, Batch 1300/1875: Loss=1.9184
Epoch 9, Batch 1350/1875: Loss=2.0285
Epoch 9, Batch 1400/1875: Loss=1.9336
Epoch 9, Batch 1450/1875: Loss=2.0508
Epoch 9, Batch 1500/1875: Loss=2.0311
Epoch 9, Batch 1550/1875: Loss=1.9943
Epoch 9, Batch 1600/1875: Loss=2.1860
Epoch 9, Batch 1650/1875: Loss=2.0772
Epoch 9, Batch 1700/1875: Loss=1.7825
Epoch 9, Batch 1750/1875: Loss=2.0796
Epoch 9, Batch 1800/1875: Loss=1.9317
Epoch 9, Batch 1850/1875: Loss=1.8641
Epoch 9 | Train Loss: 2.0040 | Test Accuracy: 26.47%
Final Test Accuracy: 26.47%

--- QI ViT-B/16 between every layer Fisher ---
Epoch 0, Batch 0/1875: Loss=2.4452
Epoch 0, Batch 50/1875: Loss=2.3365
Epoch 0, Batch 100/1875: Loss=2.4041
Epoch 0, Batch 150/1875: Loss=2.2990
Epoch 0, Batch 200/1875: Loss=2.2610
Epoch 0, Batch 250/1875: Loss=2.3066
Epoch 0, Batch 300/1875: Loss=2.1571
Epoch 0, Batch 350/1875: Loss=2.0996
Epoch 0, Batch 400/1875: Loss=2.5147
Epoch 0, Batch 450/1875: Loss=2.3608
Epoch 0, Batch 500/1875: Loss=2.1712
Epoch 0, Batch 550/1875: Loss=2.0031
Epoch 0, Batch 600/1875: Loss=2.1279
Epoch 0, Batch 650/1875: Loss=2.2198
Epoch 0, Batch 700/1875: Loss=2.0714
Epoch 0, Batch 750/1875: Loss=2.2197
Epoch 0, Batch 800/1875: Loss=2.1884
Epoch 0, Batch 850/1875: Loss=2.4462
Epoch 0, Batch 900/1875: Loss=2.4059
Epoch 0, Batch 950/1875: Loss=2.2402
Epoch 0, Batch 1000/1875: Loss=2.3280
Epoch 0, Batch 1050/1875: Loss=2.3243
Epoch 0, Batch 1100/1875: Loss=2.3469
Epoch 0, Batch 1150/1875: Loss=2.3587
Epoch 0, Batch 1200/1875: Loss=2.4197
Epoch 0, Batch 1250/1875: Loss=2.3316
Epoch 0, Batch 1300/1875: Loss=2.3994
Epoch 0, Batch 1350/1875: Loss=2.4049
Epoch 0, Batch 1400/1875: Loss=2.3807
Epoch 0, Batch 1450/1875: Loss=2.3927
Epoch 0, Batch 1500/1875: Loss=2.3828
Epoch 0, Batch 1550/1875: Loss=2.3039
Epoch 0, Batch 1600/1875: Loss=2.3178
Epoch 0, Batch 1650/1875: Loss=2.3225
Epoch 0, Batch 1700/1875: Loss=2.3203
Epoch 0, Batch 1750/1875: Loss=2.2759
Epoch 0, Batch 1800/1875: Loss=2.3108
Epoch 0, Batch 1850/1875: Loss=2.3013
Epoch 0 | Train Loss: 2.2826 | Test Accuracy: 16.47%
Epoch 1, Batch 0/1875: Loss=2.2579
Epoch 1, Batch 50/1875: Loss=2.2438
Epoch 1, Batch 100/1875: Loss=2.1987
Epoch 1, Batch 150/1875: Loss=2.2466
Epoch 1, Batch 200/1875: Loss=2.3737
Epoch 1, Batch 250/1875: Loss=2.2799
Epoch 1, Batch 300/1875: Loss=2.2740
Epoch 1, Batch 350/1875: Loss=2.2486
Epoch 1, Batch 400/1875: Loss=2.3950
Epoch 1, Batch 450/1875: Loss=2.3358
Epoch 1, Batch 500/1875: Loss=2.3294
Epoch 1, Batch 550/1875: Loss=2.3894
Epoch 1, Batch 600/1875: Loss=2.2744
Epoch 1, Batch 650/1875: Loss=2.3179
Epoch 1, Batch 700/1875: Loss=2.3273
Epoch 1, Batch 750/1875: Loss=2.3357
Epoch 1, Batch 800/1875: Loss=2.3197
Epoch 1, Batch 850/1875: Loss=2.2964
Epoch 1, Batch 900/1875: Loss=2.3114
Epoch 1, Batch 950/1875: Loss=2.2685
Epoch 1, Batch 1000/1875: Loss=2.2926
Epoch 1, Batch 1050/1875: Loss=2.3399
Epoch 1, Batch 1100/1875: Loss=2.2983
Epoch 1, Batch 1150/1875: Loss=2.3164
Epoch 1, Batch 1200/1875: Loss=2.3072
Epoch 1, Batch 1250/1875: Loss=2.2802
Epoch 1, Batch 1300/1875: Loss=2.2912
Epoch 1, Batch 1350/1875: Loss=2.2892
Epoch 1, Batch 1400/1875: Loss=2.2541
Epoch 1, Batch 1450/1875: Loss=2.2187
Epoch 1, Batch 1500/1875: Loss=2.5289
Epoch 1, Batch 1550/1875: Loss=2.3029
Epoch 1, Batch 1600/1875: Loss=2.3127
Epoch 1, Batch 1650/1875: Loss=2.2858
Epoch 1, Batch 1700/1875: Loss=2.2932
Epoch 1, Batch 1750/1875: Loss=2.3300
Epoch 1, Batch 1800/1875: Loss=2.2785
Epoch 1, Batch 1850/1875: Loss=2.3102
Epoch 1 | Train Loss: 2.3148 | Test Accuracy: 11.34%
Epoch 2, Batch 0/1875: Loss=2.2868
Epoch 2, Batch 50/1875: Loss=2.3134
Epoch 2, Batch 100/1875: Loss=2.2716
Epoch 2, Batch 150/1875: Loss=2.2520
Epoch 2, Batch 200/1875: Loss=2.2252
Epoch 2, Batch 250/1875: Loss=2.2279
Epoch 2, Batch 300/1875: Loss=2.2898
Epoch 2, Batch 350/1875: Loss=2.2568
Epoch 2, Batch 400/1875: Loss=2.2644
Epoch 2, Batch 450/1875: Loss=2.2670
Epoch 2, Batch 500/1875: Loss=2.2679
Epoch 2, Batch 550/1875: Loss=2.1839
Epoch 2, Batch 600/1875: Loss=2.1904
Epoch 2, Batch 650/1875: Loss=2.2096
Epoch 2, Batch 700/1875: Loss=2.3341
Epoch 2, Batch 750/1875: Loss=2.0848
Epoch 2, Batch 800/1875: Loss=2.1776
Epoch 2, Batch 850/1875: Loss=2.3017
Epoch 2, Batch 900/1875: Loss=2.1533
Epoch 2, Batch 950/1875: Loss=2.1397
Epoch 2, Batch 1000/1875: Loss=2.1178
Epoch 2, Batch 1050/1875: Loss=2.2366
Epoch 2, Batch 1100/1875: Loss=2.0479
Epoch 2, Batch 1150/1875: Loss=2.4192
Epoch 2, Batch 1200/1875: Loss=2.9430
Epoch 2, Batch 1250/1875: Loss=2.7195
Epoch 2, Batch 1300/1875: Loss=2.5200
Epoch 2, Batch 1350/1875: Loss=2.3518
Epoch 2, Batch 1400/1875: Loss=2.3603
Epoch 2, Batch 1450/1875: Loss=2.5125
Epoch 2, Batch 1500/1875: Loss=2.3753
Epoch 2, Batch 1550/1875: Loss=2.3339
Epoch 2, Batch 1600/1875: Loss=2.4391
Epoch 2, Batch 1650/1875: Loss=2.3967
Epoch 2, Batch 1700/1875: Loss=2.2670
Epoch 2, Batch 1750/1875: Loss=2.3023
Epoch 2, Batch 1800/1875: Loss=2.4085
Epoch 2, Batch 1850/1875: Loss=2.3855
Epoch 2 | Train Loss: 2.3773 | Test Accuracy: 10.38%
Epoch 3, Batch 0/1875: Loss=2.3666
Epoch 3, Batch 50/1875: Loss=2.3499
Epoch 3, Batch 100/1875: Loss=2.2891
Epoch 3, Batch 150/1875: Loss=2.3302
Epoch 3, Batch 200/1875: Loss=2.2620
Epoch 3, Batch 250/1875: Loss=3.9999
Epoch 3, Batch 300/1875: Loss=2.3767
Epoch 3, Batch 350/1875: Loss=2.3461
Epoch 3, Batch 400/1875: Loss=2.3752
Epoch 3, Batch 450/1875: Loss=2.2842
Epoch 3, Batch 500/1875: Loss=2.3672
Epoch 3, Batch 550/1875: Loss=2.2938
Epoch 3, Batch 600/1875: Loss=2.3899
Epoch 3, Batch 650/1875: Loss=2.2832
Epoch 3, Batch 700/1875: Loss=2.2473
Epoch 3, Batch 750/1875: Loss=2.3188
Epoch 3, Batch 800/1875: Loss=2.4128
Epoch 3, Batch 850/1875: Loss=2.3357
Epoch 3, Batch 900/1875: Loss=2.3946
Epoch 3, Batch 950/1875: Loss=2.3248
Epoch 3, Batch 1000/1875: Loss=2.3257
Epoch 3, Batch 1050/1875: Loss=2.3791
Epoch 3, Batch 1100/1875: Loss=2.3930
Epoch 3, Batch 1150/1875: Loss=2.4064
Epoch 3, Batch 1200/1875: Loss=2.2901
Epoch 3, Batch 1250/1875: Loss=2.3079
Epoch 3, Batch 1300/1875: Loss=2.2567
Epoch 3, Batch 1350/1875: Loss=2.3481
Epoch 3, Batch 1400/1875: Loss=2.2976
Epoch 3, Batch 1450/1875: Loss=2.2711
Epoch 3, Batch 1500/1875: Loss=2.2892
Epoch 3, Batch 1550/1875: Loss=2.3769
Epoch 3, Batch 1600/1875: Loss=2.2822
Epoch 3, Batch 1650/1875: Loss=2.2678
Epoch 3, Batch 1700/1875: Loss=2.2528
Epoch 3, Batch 1750/1875: Loss=2.2700
Epoch 3, Batch 1800/1875: Loss=2.2825
Epoch 3, Batch 1850/1875: Loss=2.2487
Epoch 3 | Train Loss: 2.3973 | Test Accuracy: 13.87%
Epoch 4, Batch 0/1875: Loss=2.2066
Epoch 4, Batch 50/1875: Loss=2.3267
Epoch 4, Batch 100/1875: Loss=2.2606
Epoch 4, Batch 150/1875: Loss=2.2792
Epoch 4, Batch 200/1875: Loss=2.3191
Epoch 4, Batch 250/1875: Loss=2.2914
Epoch 4, Batch 300/1875: Loss=2.2515
Epoch 4, Batch 350/1875: Loss=2.2760
Epoch 4, Batch 400/1875: Loss=2.3923
Epoch 4, Batch 450/1875: Loss=2.3442
Epoch 4, Batch 500/1875: Loss=2.2718
Epoch 4, Batch 550/1875: Loss=2.2299
Epoch 4, Batch 600/1875: Loss=2.2598
Epoch 4, Batch 650/1875: Loss=2.3258
Epoch 4, Batch 700/1875: Loss=2.2870
Epoch 4, Batch 750/1875: Loss=2.2521
Epoch 4, Batch 800/1875: Loss=2.2974
Epoch 4, Batch 850/1875: Loss=2.2860
Epoch 4, Batch 900/1875: Loss=2.2989
Epoch 4, Batch 950/1875: Loss=2.2973
Epoch 4, Batch 1000/1875: Loss=2.1887
Epoch 4, Batch 1050/1875: Loss=2.2689
Epoch 4, Batch 1100/1875: Loss=2.2450
Epoch 4, Batch 1150/1875: Loss=2.2262
Epoch 4, Batch 1200/1875: Loss=2.3329
Epoch 4, Batch 1250/1875: Loss=2.0747
Epoch 4, Batch 1300/1875: Loss=2.2225
Epoch 4, Batch 1350/1875: Loss=2.2640
Epoch 4, Batch 1400/1875: Loss=2.2255
Epoch 4, Batch 1450/1875: Loss=2.3732
Epoch 4, Batch 1500/1875: Loss=2.1486
Epoch 4, Batch 1550/1875: Loss=2.1983
Epoch 4, Batch 1600/1875: Loss=2.0538
Epoch 4, Batch 1650/1875: Loss=2.1173
Epoch 4, Batch 1700/1875: Loss=2.2482
Epoch 4, Batch 1750/1875: Loss=2.1309
Epoch 4, Batch 1800/1875: Loss=2.1636
Epoch 4, Batch 1850/1875: Loss=2.1122
Epoch 4 | Train Loss: 2.3440 | Test Accuracy: 17.72%
Epoch 5, Batch 0/1875: Loss=2.1757
Epoch 5, Batch 50/1875: Loss=2.2300
Epoch 5, Batch 100/1875: Loss=2.2334
Epoch 5, Batch 150/1875: Loss=2.2494
Epoch 5, Batch 200/1875: Loss=2.1961
Epoch 5, Batch 250/1875: Loss=2.0444
Epoch 5, Batch 300/1875: Loss=2.2802
Epoch 5, Batch 350/1875: Loss=2.1451
Epoch 5, Batch 400/1875: Loss=2.1981
Epoch 5, Batch 450/1875: Loss=2.1910
Epoch 5, Batch 500/1875: Loss=2.2163
Epoch 5, Batch 550/1875: Loss=2.1273
Epoch 5, Batch 600/1875: Loss=2.2004
Epoch 5, Batch 650/1875: Loss=2.0699
Epoch 5, Batch 700/1875: Loss=2.1412
Epoch 5, Batch 750/1875: Loss=2.2776
Epoch 5, Batch 800/1875: Loss=2.2614
Epoch 5, Batch 850/1875: Loss=2.1229
Epoch 5, Batch 900/1875: Loss=1.9742
Epoch 5, Batch 950/1875: Loss=2.2528
Epoch 5, Batch 1000/1875: Loss=1.9004
Epoch 5, Batch 1050/1875: Loss=2.1512
Epoch 5, Batch 1100/1875: Loss=2.2948
Epoch 5, Batch 1150/1875: Loss=2.0013
Epoch 5, Batch 1200/1875: Loss=2.2293
Epoch 5, Batch 1250/1875: Loss=2.2268
Epoch 5, Batch 1300/1875: Loss=2.0607
Epoch 5, Batch 1350/1875: Loss=2.3539
Epoch 5, Batch 1400/1875: Loss=2.2121
Epoch 5, Batch 1450/1875: Loss=2.1227
Epoch 5, Batch 1500/1875: Loss=2.0992
Epoch 5, Batch 1550/1875: Loss=2.1475
Epoch 5, Batch 1600/1875: Loss=2.1418
Epoch 5, Batch 1650/1875: Loss=2.2956
Epoch 5, Batch 1700/1875: Loss=2.0426
Epoch 5, Batch 1750/1875: Loss=2.0894
Epoch 5, Batch 1800/1875: Loss=2.2083
Epoch 5, Batch 1850/1875: Loss=2.1241
Epoch 5 | Train Loss: 2.2500 | Test Accuracy: 20.51%
Epoch 6, Batch 0/1875: Loss=1.9607
Epoch 6, Batch 50/1875: Loss=1.9748
Epoch 6, Batch 100/1875: Loss=2.1730
Epoch 6, Batch 150/1875: Loss=2.0455
Epoch 6, Batch 200/1875: Loss=1.9283
Epoch 6, Batch 250/1875: Loss=2.0735
Epoch 6, Batch 300/1875: Loss=2.0787
Epoch 6, Batch 350/1875: Loss=2.1397
Epoch 6, Batch 400/1875: Loss=2.1409
Epoch 6, Batch 450/1875: Loss=1.9756
Epoch 6, Batch 500/1875: Loss=1.9948
Epoch 6, Batch 550/1875: Loss=1.9568
Epoch 6, Batch 600/1875: Loss=2.0166
Epoch 6, Batch 650/1875: Loss=1.9706
Epoch 6, Batch 700/1875: Loss=2.1630
Epoch 6, Batch 750/1875: Loss=2.1445
Epoch 6, Batch 800/1875: Loss=2.0204
Epoch 6, Batch 850/1875: Loss=2.2428
Epoch 6, Batch 900/1875: Loss=2.0479
Epoch 6, Batch 950/1875: Loss=2.1720
Epoch 6, Batch 1000/1875: Loss=2.1955
Epoch 6, Batch 1050/1875: Loss=2.2894
Epoch 6, Batch 1100/1875: Loss=2.1579
Epoch 6, Batch 1150/1875: Loss=2.1816
Epoch 6, Batch 1200/1875: Loss=2.1154
Epoch 6, Batch 1250/1875: Loss=2.0890
Epoch 6, Batch 1300/1875: Loss=2.1057
Epoch 6, Batch 1350/1875: Loss=2.0991
Epoch 6, Batch 1400/1875: Loss=2.1517
Epoch 6, Batch 1450/1875: Loss=3.6244
Epoch 6, Batch 1500/1875: Loss=2.4971
Epoch 6, Batch 1550/1875: Loss=2.3938
Epoch 6, Batch 1600/1875: Loss=2.0838
Epoch 6, Batch 1650/1875: Loss=2.1051
Epoch 6, Batch 1700/1875: Loss=2.1387
Epoch 6, Batch 1750/1875: Loss=2.1858
Epoch 6, Batch 1800/1875: Loss=2.2998
Epoch 6, Batch 1850/1875: Loss=2.3711
Epoch 6 | Train Loss: 2.1541 | Test Accuracy: 18.66%
Epoch 7, Batch 0/1875: Loss=2.0496
Epoch 7, Batch 50/1875: Loss=2.1844
Epoch 7, Batch 100/1875: Loss=2.1398
Epoch 7, Batch 150/1875: Loss=2.1756
Epoch 7, Batch 200/1875: Loss=2.2110
Epoch 7, Batch 250/1875: Loss=2.1364
Epoch 7, Batch 300/1875: Loss=2.1123
Epoch 7, Batch 350/1875: Loss=2.0485
Epoch 7, Batch 400/1875: Loss=2.0901
Epoch 7, Batch 450/1875: Loss=2.0362
Epoch 7, Batch 500/1875: Loss=2.4806
Epoch 7, Batch 550/1875: Loss=2.2348
Epoch 7, Batch 600/1875: Loss=2.4472
Epoch 7, Batch 650/1875: Loss=2.1719
Epoch 7, Batch 700/1875: Loss=2.3700
Epoch 7, Batch 750/1875: Loss=2.1572
Epoch 7, Batch 800/1875: Loss=2.2443
Epoch 7, Batch 850/1875: Loss=2.0522
Epoch 7, Batch 900/1875: Loss=2.1288
Epoch 7, Batch 950/1875: Loss=2.3614
Epoch 7, Batch 1000/1875: Loss=2.1234
Epoch 7, Batch 1050/1875: Loss=2.1314
Epoch 7, Batch 1100/1875: Loss=2.1009
Epoch 7, Batch 1150/1875: Loss=1.9348
Epoch 7, Batch 1200/1875: Loss=2.1686
Epoch 7, Batch 1250/1875: Loss=2.1168
Epoch 7, Batch 1300/1875: Loss=2.1492
Epoch 7, Batch 1350/1875: Loss=2.0760
Epoch 7, Batch 1400/1875: Loss=2.1570
Epoch 7, Batch 1450/1875: Loss=2.1226
Epoch 7, Batch 1500/1875: Loss=3.0823
Epoch 7, Batch 1550/1875: Loss=2.3408
Epoch 7, Batch 1600/1875: Loss=2.2013
Epoch 7, Batch 1650/1875: Loss=2.2787
Epoch 7, Batch 1700/1875: Loss=2.2239
Epoch 7, Batch 1750/1875: Loss=2.1323
Epoch 7, Batch 1800/1875: Loss=2.1723
Epoch 7, Batch 1850/1875: Loss=2.0564
Epoch 7 | Train Loss: 2.2136 | Test Accuracy: 19.86%
Epoch 8, Batch 0/1875: Loss=2.2613
Epoch 8, Batch 50/1875: Loss=2.2077
Epoch 8, Batch 100/1875: Loss=2.0830
Epoch 8, Batch 150/1875: Loss=2.1013
Epoch 8, Batch 200/1875: Loss=2.1784
Epoch 8, Batch 250/1875: Loss=2.1256
Epoch 8, Batch 300/1875: Loss=2.1053
Epoch 8, Batch 350/1875: Loss=2.1187
Epoch 8, Batch 400/1875: Loss=2.0856
Epoch 8, Batch 450/1875: Loss=2.1930
Epoch 8, Batch 500/1875: Loss=2.3539
Epoch 8, Batch 550/1875: Loss=1.9992
Epoch 8, Batch 600/1875: Loss=2.1072
Epoch 8, Batch 650/1875: Loss=2.0551
Epoch 8, Batch 700/1875: Loss=2.0867
Epoch 8, Batch 750/1875: Loss=2.0993
Epoch 8, Batch 800/1875: Loss=2.0400
Epoch 8, Batch 850/1875: Loss=2.0559
Epoch 8, Batch 900/1875: Loss=2.1055
Epoch 8, Batch 950/1875: Loss=2.1764
Epoch 8, Batch 1000/1875: Loss=2.0835
Epoch 8, Batch 1050/1875: Loss=2.1803
Epoch 8, Batch 1100/1875: Loss=2.0217
Epoch 8, Batch 1150/1875: Loss=2.2218
Epoch 8, Batch 1200/1875: Loss=1.8951
Epoch 8, Batch 1250/1875: Loss=2.1850
Epoch 8, Batch 1300/1875: Loss=2.1232
Epoch 8, Batch 1350/1875: Loss=2.1183
Epoch 8, Batch 1400/1875: Loss=2.1618
Epoch 8, Batch 1450/1875: Loss=2.1926
Epoch 8, Batch 1500/1875: Loss=2.0542
Epoch 8, Batch 1550/1875: Loss=2.0320
Epoch 8, Batch 1600/1875: Loss=2.2757
Epoch 8, Batch 1650/1875: Loss=2.1187
Epoch 8, Batch 1700/1875: Loss=1.9641
Epoch 8, Batch 1750/1875: Loss=2.1023
Epoch 8, Batch 1800/1875: Loss=2.2095
Epoch 8, Batch 1850/1875: Loss=2.0596
Epoch 8 | Train Loss: 2.1361 | Test Accuracy: 21.02%
Epoch 9, Batch 0/1875: Loss=2.2218
Epoch 9, Batch 50/1875: Loss=2.1540
Epoch 9, Batch 100/1875: Loss=2.2213
Epoch 9, Batch 150/1875: Loss=2.1281
Epoch 9, Batch 200/1875: Loss=1.9602
Epoch 9, Batch 250/1875: Loss=2.1300
Epoch 9, Batch 300/1875: Loss=2.1574
Epoch 9, Batch 350/1875: Loss=2.1670
Epoch 9, Batch 400/1875: Loss=1.9768
Epoch 9, Batch 450/1875: Loss=2.0683
Epoch 9, Batch 500/1875: Loss=1.9717
Epoch 9, Batch 550/1875: Loss=2.0744
Epoch 9, Batch 600/1875: Loss=2.2220
Epoch 9, Batch 650/1875: Loss=2.0049
Epoch 9, Batch 700/1875: Loss=2.1048
Epoch 9, Batch 750/1875: Loss=2.1370
Epoch 9, Batch 800/1875: Loss=2.2638
Epoch 9, Batch 850/1875: Loss=2.0483
Epoch 9, Batch 900/1875: Loss=2.0770
Epoch 9, Batch 950/1875: Loss=2.2188
Epoch 9, Batch 1000/1875: Loss=1.9664
Epoch 9, Batch 1050/1875: Loss=2.1736
Epoch 9, Batch 1100/1875: Loss=2.0467
Epoch 9, Batch 1150/1875: Loss=1.9785
Epoch 9, Batch 1200/1875: Loss=1.9207
Epoch 9, Batch 1250/1875: Loss=2.1569
Epoch 9, Batch 1300/1875: Loss=2.0164
Epoch 9, Batch 1350/1875: Loss=1.9479
Epoch 9, Batch 1400/1875: Loss=2.0009
Epoch 9, Batch 1450/1875: Loss=2.1342
Epoch 9, Batch 1500/1875: Loss=2.1630
Epoch 9, Batch 1550/1875: Loss=2.0930
Epoch 9, Batch 1600/1875: Loss=2.2362
Epoch 9, Batch 1650/1875: Loss=2.0061
Epoch 9, Batch 1700/1875: Loss=1.9306
Epoch 9, Batch 1750/1875: Loss=1.8558
Epoch 9, Batch 1800/1875: Loss=2.1180
Epoch 9, Batch 1850/1875: Loss=1.8861
Epoch 9 | Train Loss: 2.1026 | Test Accuracy: 22.26%
Final Test Accuracy: 22.26%

--- Results Comparison ---
Results saved to training_results_comparison_vitb16_mnist.csv

DataFrame Preview:
   Epoch  ...  No_Jet_Test_Accuracy_Between_AllF
0      0  ...                              16.47
1      1  ...                              11.34
2      2  ...                              10.38
3      3  ...                              13.87
4      4  ...                              17.72
5      5  ...                              20.51
6      6  ...                              18.66
7      7  ...                              19.86
8      8  ...                              21.02
9      9  ...                              22.26

[10 rows x 13 columns]

Comparison plot saved as 'training_results_comparison_vitb16_mnist.png'

============================================================
Final Test Accuracy Summary:
============================================================
Baseline ViT-B/16:          25.90%
QI without Jet Loss 1F:     17.59%
QI with Jet Loss 1F:        11.24%
QI without Jet Loss 2F:     15.57%
QI without Jet Loss 3F:     26.47%
QI between layers AllF:     22.26%
============================================================
